ProteinName	SampleID	Condition	NormIntensity	Ibaq	IbaqNorm	IbaqLog	IbaqPpb	MolecularWeight	TPA	CopyNumber	Moles[nmol]	Weight[ng]	Concentration[nM]
Q07866	PXD000396-Sample-11	HeLa	36642490.2	523464.1457	1.55E-05	5.189213592	1546.014602	65268.87222	561.4083553	2.23422E+15	3.710002165	242147.6572	3.037465994
Q07955	PXD000396-Sample-11	HeLa	3485477410	24373967.9	0.000719868	6.857252886	71986.80292	27727.8151	125703.2838	5.00E+17	830.695608	23033374.22	680.1100237
Q07960	PXD000396-Sample-11	HeLa	722231441	3009297.671	8.89E-05	5.9487918	8887.749391	50404.1866	14328.79865	5.70E+16	94.69020816	4772782.921	77.52509957
Q08170	PXD000396-Sample-11	HeLa	27433754	653184.619	1.93E-05	5.285362601	1929.134913	56645.33109	484.3074173	1.92738E+15	3.200489537	181292.7894	2.620316026
Q08211	PXD000396-Sample-11	HeLa	13796134332	5025914.146	0.000148437	6.171541717	14843.68457	140869.1094	97935.8384	3.90E+17	647.1976576	91170157.63	529.8759378
Q08257	PXD000396-Sample-11	HeLa	742756404	3751294.97	0.000110792	6.044507866	11079.18632	35184.54367	21110.30375	8.40E+16	139.505	4908419.765	114.2160232
Q08379	PXD000396-Sample-11	HeLa	63410666.2	459497.5812	1.36E-05	5.132609881	1357.093845	113016.6433	561.0736996	2.23288E+15	3.707790632	419042.0515	3.03565536
Q08380	PXD000396-Sample-11	HeLa	531006739.3	2042333.613	6.03E-05	5.780453336	6031.888935	65289.28602	8133.137482	3.24E+16	53.74689811	3509096.603	44.00384906
Q08623	PXD000396-Sample-11	HeLa	83327109	3471962.875	0.000102542	6.010901724	10254.19859	25232.91061	3302.318558	1.31E+16	21.82299014	550657.5595	17.86699508
Q08752	PXD000396-Sample-11	HeLa	173305386	1805264.438	5.33E-05	5.726867478	5331.72177	40737.90051	4254.156052	1.69E+16	28.1130981	1145268.593	23.01685434
Q08945	PXD000396-Sample-11	HeLa	46061188	1535372.933	4.53E-05	5.656540532	4534.616161	81024.42069	568.4852494	2.26238E+15	3.756769001	304390.032	3.075755102
Q08AM6	PXD000396-Sample-11	HeLa	40817854	348870.547	1.03E-05	5.012990957	1030.364667	87916.70989	464.2786798	1.84767E+15	3.068131942	269740.0659	2.511951752
Q08J23	PXD000396-Sample-11	HeLa	7385816326	4094133.218	0.000120917	6.082488621	12091.73501	86415.80283	85468.35283	3.40E+17	564.8077216	48808312.71	462.4213602
Q09028	PXD000396-Sample-11	HeLa	1590981855	11125747.23	0.000328591	6.51665584	32859.11333	47626.07269	33405.69072	1.33E+17	220.7576423	10513819.52	180.7394717
Q09161	PXD000396-Sample-11	HeLa	432454550	1191334.848	3.52E-05	5.546360497	3518.523832	91780.51929	4711.833768	1.88E+16	31.13760833	2857825.862	25.49309198
Q09666	PXD000396-Sample-11	HeLa	38024681425	545195.8051	1.61E-05	5.206879157	1610.197533	628699.3886	60481.49897	2.41E+17	399.6849887	251281708	327.2314967
Q0VDF9	PXD000396-Sample-11	HeLa	771563898	2857644.067	8.44E-05	5.926334786	8439.851118	54760.05799	14089.90287	5.61E+16	93.11149299	5098790.756	76.23256834
Q10471	PXD000396-Sample-11	HeLa	2239257948	3332229.089	9.84E-05	5.993061503	9841.504662	64691.46651	34614.4255	1.38E+17	228.7454263	14797877.08	187.2792582
Q10567	PXD000396-Sample-11	HeLa	640695688.5	1271221.604	3.75E-05	5.574547916	3754.463756	104540.0622	6128.709654	2.44E+16	40.5008687	4233963.334	33.15901337
Q10570	PXD000396-Sample-11	HeLa	15906625	237412.3134	7.01E-06	4.845829891	701.1805992	160782.0231	98.93285761	3.93719E+14	0.653786344	105117.091	0.53527025
Q10589	PXD000396-Sample-11	HeLa	142881637	7144081.85	0.000210995	6.324273073	21099.54416	19756.31678	7232.20014	2.88E+16	47.79315791	944216.7678	39.12938199
Q10713	PXD000396-Sample-11	HeLa	688303959.5	2234753.115	6.60E-05	5.819556203	6600.186426	58215.60207	11823.35895	4.71E+16	78.13329972	4548577.085	63.96956938
Q12768	PXD000396-Sample-11	HeLa	14367931	205256.1571	6.06E-06	4.782622845	606.2096493	134200.8556	107.0628867	4.26074E+14	0.7075127	94948.80976	0.579257281
Q12769	PXD000396-Sample-11	HeLa	909049015.8	996764.2717	2.94E-05	5.468919114	2943.873295	162016.9521	5610.826545	2.23E+16	37.0784981	6007345.251	30.3570381
Q12788	PXD000396-Sample-11	HeLa	438191990.5	905355.3523	2.67E-05	5.427145725	2673.903469	88978.46488	4924.697128	1.96E+16	32.54429122	2895741.074	26.64477633
Q12789	PXD000396-Sample-11	HeLa	103295942	465297.036	1.37E-05	5.138056937	1374.222128	238724.5299	432.6993211	1.722E+15	2.859443403	682619.2822	2.341093539
Q12792	PXD000396-Sample-11	HeLa	763333480	3017128.379	8.91E-05	5.949920441	8910.876839	40257.67875	18961.18961	7.55E+16	125.3028279	5044400.991	102.588371
Q12797	PXD000396-Sample-11	HeLa	944990107.5	3149967.025	9.30E-05	5.968632659	9303.206452	85809.44741	11012.65812	4.38E+16	72.77587708	6244857.797	59.58332151
Q12824	PXD000396-Sample-11	HeLa	109230274	2874480.895	8.49E-05	5.928886078	8489.577508	44113.17828	2476.137024	9.85419E+15	16.36326506	721835.6286	13.3969898
Q12846	PXD000396-Sample-11	HeLa	20240916	1349394.4	3.99E-05	5.600465555	3985.341621	34158.85431	592.5525433	2.35816E+15	3.915814929	133759.7517	3.205969742
Q12849	PXD000396-Sample-11	HeLa	505431832.5	1439976.731	4.25E-05	5.628682125	4252.870175	53092.64097	9519.809588	3.79E+16	62.91056029	3340087.791	51.50635472
Q12874	PXD000396-Sample-11	HeLa	785765336	3416371.026	0.0001009	6.003891681	10090.01196	58812.25699	13360.57101	5.32E+16	88.29178784	5192639.316	72.28656242
Q12894	PXD000396-Sample-11	HeLa	38349332	1198416.625	3.54E-05	5.548934476	3539.439362	48017.86892	798.647105	3.17835E+15	5.277766996	253427.1238	4.321031919
Q12904	PXD000396-Sample-11	HeLa	2075333466	12207843.92	0.00036055	6.556965619	36055.00991	34331.1122	60450.51655	2.41E+17	399.480245	13714601.11	327.0638682
Q12905	PXD000396-Sample-11	HeLa	4315355004	11953891.98	0.00035305	6.547835978	35304.98068	43035.18725	100275.0372	3.99E+17	662.6559825	28517524.29	542.5320317
Q12906	PXD000396-Sample-11	HeLa	4789419357	5949589.263	0.000175717	6.244813636	17571.69417	95279.07299	50267.27493	2.00E+17	332.1854708	31650323.72	271.9680546
Q12907	PXD000396-Sample-11	HeLa	3938737700	17822342.53	0.00052637	6.721291438	52637.03738	40203.09748	97971.00091	3.90E+17	647.430025	26028692.41	530.0661824
Q12931	PXD000396-Sample-11	HeLa	6245012450	5004016.386	0.00014779	6.169645374	14779.01107	80059.69161	78004.45297	3.10E+17	515.483403	41269442.27	422.0383809
Q12965	PXD000396-Sample-11	HeLa	912475393	925431.4331	2.73E-05	5.436670898	2733.196764	126981.9922	7185.864523	2.86E+16	47.48695435	6029988.068	38.87868593
Q12996	PXD000396-Sample-11	HeLa	363747642.5	983101.7365	2.90E-05	5.462925114	2903.521956	82868.72849	4389.443993	1.75E+16	29.00713281	2403784.213	23.74882158
Q13011	PXD000396-Sample-11	HeLa	2693641392	10689053.14	0.000315694	6.499265887	31569.36799	35793.38336	75255.28853	2.99E+17	497.3158678	17800617.51	407.1641927
Q13045	PXD000396-Sample-11	HeLa	121688928	498725.1148	1.47E-05	5.16818789	1472.949611	144659.4957	841.2094028	3.34773E+15	5.559035017	804167.2022	4.55131266
Q13057	PXD000396-Sample-11	HeLa	743715984	3977090.824	0.000117461	6.06989216	11746.05852	62289.95142	11939.58202	4.75E+16	78.90134646	4914761.038	64.59838729
Q13085	PXD000396-Sample-11	HeLa	641938948	1337372.808	3.95E-05	5.59657914	3949.836694	265384.8514	2418.898233	9.6264E+15	15.98500912	4242179.271	13.08730277
Q13098	PXD000396-Sample-11	HeLa	728267841.5	3371610.377	9.96E-05	5.998164033	9957.814531	55501.16656	13121.66728	5.22E+16	86.71302017	4812673.776	70.99398821
Q13123	PXD000396-Sample-11	HeLa	132486438	1440069.978	4.25E-05	5.628710248	4253.145575	65561.76793	2020.788063	8.04205E+15	13.35414412	875521.2979	10.93335174
Q13126	PXD000396-Sample-11	HeLa	1226587208	6814373.378	0.000201258	6.303752577	20125.77334	31215.84296	39293.73971	1.56E+17	259.6681329	8105759.657	212.5964051
Q13131	PXD000396-Sample-11	HeLa	5573405	214361.7308	6.33E-06	4.801473906	633.1023217	63968.55819	87.12725686	3.46737E+14	0.575770397	36831.20214	0.47139676
Q13144	PXD000396-Sample-11	HeLa	80066104	2760900.138	8.15E-05	5.91137735	8154.124717	80329.30985	996.7234146	3.96662E+15	6.586731372	529107.5853	5.392711827
Q13148	PXD000396-Sample-11	HeLa	1150858064	8047958.49	0.000237691	6.376012379	23769.08036	44711.30652	25739.75474	1.02E+17	170.0981913	7605312.371	139.2633882
Q13151	PXD000396-Sample-11	HeLa	2184567021	17337833.5	0.000512061	6.709321479	51206.07397	30821.78522	70877.36826	2.82E+17	468.3848882	14436458.42	383.4777195
Q13155	PXD000396-Sample-11	HeLa	1115561208	8715321.938	0.000257401	6.410610085	25740.09145	35326.28564	31578.78582	1.26E+17	208.6847527	7372057.181	170.8551131
Q13162	PXD000396-Sample-11	HeLa	8086680780	44926004.33	0.001326858	7.122824446	132685.7996	30520.81264	264956.2734	1.05E+18	1750.93288	53439894.37	1433.529912
Q13177	PXD000396-Sample-11	HeLa	875163050.5	3459142.492	0.000102163	6.009295103	10216.33449	58005.88335	15087.48768	6.00E+16	99.70391684	5783413.77	81.62994073
Q13185	PXD000396-Sample-11	HeLa	1632903428	29158989.79	0.00086119	6.935099125	86119.0291	20798.34942	78511.20273	3.12E+17	518.8322001	10790853.39	424.7801199
Q13200	PXD000396-Sample-11	HeLa	4288891571	2365632.416	6.99E-05	5.844273914	6986.729253	100135.79	42830.75584	1.70E+17	283.0420948	28342643.76	231.7332173
Q13217	PXD000396-Sample-11	HeLa	226066272	3139809.333	9.27E-05	5.967229927	9273.206423	57544.1719	3928.569385	1.56E+16	25.96149627	1493932.804	21.25528735
Q13228	PXD000396-Sample-11	HeLa	1007274131	2166180.927	6.40E-05	5.806021379	6397.663282	52357.62527	19238.34639	7.66E+16	127.1343864	6656454.561	104.087911
Q13242	PXD000396-Sample-11	HeLa	444986663.5	4944296.261	0.000146026	6.164431137	14602.63187	25526.42944	17432.38962	6.94E+16	115.19993	2940642.884	94.316891
Q13243	PXD000396-Sample-11	HeLa	434048175.5	10851204.39	0.000320483	6.505804595	32048.2703	31245.28409	13891.63799	5.53E+16	91.80128251	2868357.152	75.15986821
Q13247	PXD000396-Sample-11	HeLa	877515252	10968940.65	0.00032396	6.510491338	32395.99609	39563.3935	22179.97938	8.83E+16	146.5738277	5798958.021	120.0034386
Q13257	PXD000396-Sample-11	HeLa	198390582	3542688.964	0.000104631	6.019659676	10463.08313	23495.2463	8443.860492	3.36E+16	55.80027517	1311041.209	45.68499713
Q13263	PXD000396-Sample-11	HeLa	6523524774	7515581.537	0.000221967	6.346289242	22196.74241	88493.41938	73717.62578	2.93E+17	487.1544014	43109958.75	398.8447613
Q13283	PXD000396-Sample-11	HeLa	4763614396	15878714.65	0.000468967	6.671141996	46896.6689	52132.07672	91375.88018	3.64E+17	603.8469327	31479794.62	494.3836801
Q13310	PXD000396-Sample-11	HeLa	1681317812	4930550.768	0.00014562	6.163222086	14562.03552	70738.09111	23768.21011	9.46E+16	157.0694667	11110794.25	128.596465
Q13347	PXD000396-Sample-11	HeLa	2498859590	8219932.862	0.00024277	6.385194922	24276.99459	36478.61376	68502.0436	2.73E+17	452.68783	16513424.5	370.626169
Q13363	PXD000396-Sample-11	HeLa	9664307	508647.7368	1.50E-05	5.176743768	1502.255379	47505.49524	203.4355594	8.09605E+14	1.344380358	63865.45472	1.100675806
Q13404	PXD000396-Sample-11	HeLa	372681016	12422700.53	0.000366896	6.564542667	36689.57384	16484.32686	22608.20349	9.00E+16	149.4036972	2462819.378	122.3203193
Q13405	PXD000396-Sample-11	HeLa	185652156	4219367.182	0.000124616	6.095573972	12461.60473	19185.94324	9676.46749	3.85E+16	63.94581591	1226860.794	52.35394284
Q13409	PXD000396-Sample-11	HeLa	655704608	3834529.871	0.00011325	6.054038777	11325.01476	71412.10813	9181.980832	3.65E+16	60.67805804	4333148.042	49.67855265
Q13418	PXD000396-Sample-11	HeLa	269522766	1871685.875	5.53E-05	5.742559614	5527.892822	51385.92513	5245.069838	2.09E+16	34.66143721	1781110.017	28.37813353
Q13421	PXD000396-Sample-11	HeLa	9650697	332782.6552	9.83E-06	4.992487334	982.8502077	68942.22018	139.9823936	5.57083E+14	0.925057453	63775.51461	0.757366285
Q13423	PXD000396-Sample-11	HeLa	86994096	1011559.256	2.99E-05	5.475317979	2987.569241	113822.5512	764.2957841	3.04164E+15	5.050760266	574890.4189	4.135176172
Q13427	PXD000396-Sample-11	HeLa	19465588	973279.4	2.87E-05	5.458564183	2874.512375	88564.12195	219.7908992	8.74694E+14	1.452462729	128636.0863	1.189165383
Q13428	PXD000396-Sample-11	HeLa	1130442188	977891.1661	2.89E-05	5.460617174	2888.132902	152015.3238	7436.369966	2.96E+16	49.14239059	7470396.416	40.2340305
Q13435	PXD000396-Sample-11	HeLa	2977102281	2658127.036	7.85E-05	5.894902384	7850.591577	100164.9776	29721.9882	1.18E+17	196.4143204	19673835.99	160.8090218
Q13439	PXD000396-Sample-11	HeLa	18515914	137154.9185	4.05E-06	4.607538038	405.0774223	260979.7405	70.94770639	2.82348E+14	0.46884971	122360.2755	0.38385828
Q13442	PXD000396-Sample-11	HeLa	902377276	18415862.78	0.0005439	6.735518721	54389.95774	20617.63061	43767.26372	1.74E+17	289.2308987	5963255.83	236.8001365
Q13443	PXD000396-Sample-11	HeLa	34481449	420505.4756	1.24E-05	5.094098307	1241.933399	90497.12282	381.0225997	1.51634E+15	2.517943769	227866.6665	2.06149976
Q13445	PXD000396-Sample-11	HeLa	78001718	6500143.167	0.000191977	6.283249573	19197.71647	25189.71798	3096.569721	1.23E+16	20.46332275	515465.3292	16.75380343
Q13451	PXD000396-Sample-11	HeLa	250757070	2985203.214	8.82E-05	5.945300552	8816.588105	51179.56822	4899.55423	1.95E+16	32.37813729	1657099.086	26.5087422
Q13492	PXD000396-Sample-11	HeLa	618527803	2811490.014	8.30E-05	5.919263196	8303.538363	70709.98216	8747.390172	3.48E+16	57.80611595	4087469.427	47.32722613
Q13501	PXD000396-Sample-11	HeLa	1368235506	7016592.338	0.00020723	6.316452896	20723.01284	47656.86895	28710.14265	1.14E+17	189.7276562	9041826.047	155.3344926
Q13509	PXD000396-Sample-11	HeLa	61050802	1071066.702	3.16E-05	5.500143169	3163.320305	50400.25524	1211.319302	4.82064E+15	8.004863467	403447.1619	6.553769912
Q13523	PXD000396-Sample-11	HeLa	107883374	1315650.902	3.89E-05	5.589467319	3885.68257	116915.6805	922.7451234	3.67221E+15	6.097854394	712934.7958	4.992456751
Q13526	PXD000396-Sample-11	HeLa	350099612	6483326.148	0.00019148	6.282124521	19148.04859	18231.97034	19202.51105	7.64E+16	126.8975727	2313592.782	103.8940261
Q13547	PXD000396-Sample-11	HeLa	193582564	2805544.406	8.29E-05	5.918343798	8285.978428	55067.72706	3515.354171	1.40E+16	23.23081134	1279267.978	19.01961139
Q13561	PXD000396-Sample-11	HeLa	855437060	3888350.273	0.00011484	6.060092032	11483.96953	44203.85625	19352.09126	7.70E+16	127.8860562	5653056.844	104.7033208
Q13564	PXD000396-Sample-11	HeLa	294396434	1752359.726	5.18E-05	5.713949915	5175.47142	60208.56593	4889.610464	1.95E+16	32.31242506	1945484.775	26.45494205
Q13573	PXD000396-Sample-11	HeLa	108336938	1444492.507	4.27E-05	5.630041945	4266.207202	61456.48268	1762.823599	7.01544E+15	11.64941581	715932.121	9.537650599
Q13595	PXD000396-Sample-11	HeLa	300269738	4619534.431	0.000136435	6.13492486	13643.47061	32669.06387	9191.256265	3.66E+16	60.73935367	1984297.825	49.72873682
Q13596	PXD000396-Sample-11	HeLa	316154916	6872932.957	0.000202987	6.307468759	20298.72494	59033.0827	5355.554911	2.13E+16	35.39156504	2089273.186	28.97590634
Q13601	PXD000396-Sample-11	HeLa	48703136	2705729.778	7.99E-05	5.902611073	7991.182932	43637.66306	1116.080298	4.44162E+15	7.375487528	321849.0397	6.038485035
Q13610	PXD000396-Sample-11	HeLa	287372084	2873720.84	8.49E-05	5.928771229	8487.332739	55793.07564	5150.676508	2.05E+16	34.03764981	1899065.17	27.86742411
Q13616	PXD000396-Sample-11	HeLa	365648103.8	777974.6889	2.30E-05	5.361292119	2297.693623	89621.97895	4079.893215	1.62E+16	26.9615023	2416343.191	22.07401579
Q13617	PXD000396-Sample-11	HeLa	136486596	832235.3415	2.46E-05	5.390572806	2457.94865	86926.76742	1570.133114	6.2486E+15	10.37604303	901955.8792	8.495110367
Q13618	PXD000396-Sample-11	HeLa	70828026	804863.9318	2.38E-05	5.376049117	2377.109114	88873.45601	796.9536595	3.17161E+15	5.266576057	468058.8156	4.311869634
Q13619	PXD000396-Sample-11	HeLa	866853728	1152731.021	3.40E-05	5.532054632	3404.510139	87624.39639	9892.835372	3.94E+16	65.37565803	5728502.573	53.52458819
Q13620	PXD000396-Sample-11	HeLa	295568104	648175.6667	1.91E-05	5.282019374	1914.341324	103916.2096	2844.292581	1.13E+16	18.79617846	1953227.62	15.3888732
Q13630	PXD000396-Sample-11	HeLa	291893632	3040558.667	8.98E-05	5.953280039	8980.076547	35869.96008	8137.551069	3.24E+16	53.77606478	1928945.297	44.0277285
Q13637	PXD000396-Sample-11	HeLa	77098672.5	1835682.679	5.42E-05	5.734124261	5421.559909	24981.69163	3086.207037	1.23E+16	20.39484215	509497.6575	16.69773675
Q13641	PXD000396-Sample-11	HeLa	59837130	1662142.5	4.91E-05	5.690994906	4909.021176	46002.75035	1300.729403	5.17646E+15	8.595719776	395426.7509	7.037517864
Q13671	PXD000396-Sample-11	HeLa	32306603	475097.1029	1.40E-05	5.147109033	1403.165937	84046.51734	384.3895503	1.52974E+15	2.540193872	213494.4483	2.079716442
Q13685	PXD000396-Sample-11	HeLa	86524396	2060104.667	6.08E-05	5.784215937	6084.374495	46721.40469	1851.921974	7.37002E+15	12.23821211	571786.4608	10.01971197
Q13724	PXD000396-Sample-11	HeLa	470738004.2	1435176.842	4.24E-05	5.627232069	4238.69404	91860.58498	5124.48298	2.04E+16	33.86455291	3110817.64	27.72570561
Q13769	PXD000396-Sample-11	HeLa	108098989	617708.5086	1.82E-05	5.261110235	1824.358711	78457.93486	1377.795492	5.48316E+15	9.105002112	714359.6626	7.454479285
Q13813	PXD000396-Sample-11	HeLa	4007307448	431125.0616	1.27E-05	5.104929921	1273.2976	284364.2113	14092.16522	5.61E+16	93.12644349	26481827.65	76.24480866
Q13823	PXD000396-Sample-11	HeLa	185876258.5	1290807.351	3.81E-05	5.581188081	3812.308884	83603.40029	2223.309792	8.84802E+15	14.69248554	1228341.75	12.02908333
Q13838	PXD000396-Sample-11	HeLa	1561330820	7434908.667	0.000219585	6.341602289	21958.48075	48959.94165	31889.96489	1.27E+17	210.7411435	10317874.09	172.5387287
Q13867	PXD000396-Sample-11	HeLa	401686118	2574911.013	7.60E-05	5.881088876	7604.818894	52528.01997	7647.082799	3.04E+16	50.53486197	2654496.239	41.37407956
Q13868	PXD000396-Sample-11	HeLa	279068502	2491683.054	7.36E-05	5.86681945	7359.01096	32768.12668	8516.461888	3.39E+16	56.2800531	1844191.909	46.0778026
Q13895	PXD000396-Sample-11	HeLa	434250025	2087740.505	6.17E-05	5.790003168	6165.995002	49569.99875	8760.33964	3.49E+16	57.89169101	2869691.051	47.39728845
Q13907	PXD000396-Sample-11	HeLa	635552146	6419718.646	0.000189602	6.277842646	18960.1883	26302.49035	24163.19282	9.62E+16	159.6796643	4199972.828	130.7334952
Q13951	PXD000396-Sample-11	HeLa	55583926	3087995.889	9.12E-05	5.960003365	9120.179052	21494.69365	2585.937111	1.03E+16	17.08886622	367319.9443	13.99105653
Q14008	PXD000396-Sample-11	HeLa	2273006165	772343.2434	2.28E-05	5.358137003	2281.061544	225351.7747	10086.47998	4.01E+16	66.65533605	15020898.27	54.57229067
Q14011	PXD000396-Sample-11	HeLa	398454190	9961354.75	0.000294202	6.468645058	29420.16188	18636.7287	21380.04992	8.51E+16	141.2875864	2633138.417	115.6754686
Q14019	PXD000396-Sample-11	HeLa	1514745490	28050842.41	0.000828462	6.91827256	82846.19362	15935.03468	95057.55843	3.78E+17	628.1768775	10010020.33	514.3031779
Q14061	PXD000396-Sample-11	HeLa	155802170	19475271.25	0.000575188	6.759810166	57518.84629	6910.380431	22546.10604	8.97E+16	148.9933334	1029600.615	121.9843448
Q14103	PXD000396-Sample-11	HeLa	3609853650	34710131.25	0.001025139	7.010782907	102513.9357	38410.30279	93981.39009	3.74E+17	621.0651435	23855300.21	508.480634
Q14108	PXD000396-Sample-11	HeLa	706227875	3362989.881	9.93E-05	5.997052212	9932.354501	54255.45594	13016.71625	5.18E+16	86.0194634	4667025.207	70.42615698
Q14116	PXD000396-Sample-11	HeLa	509568874	7077345.472	0.000209024	6.320197047	20902.44296	22311.79299	22838.54436	9.09E+16	150.9258782	3367426.951	123.5665647
Q14118	PXD000396-Sample-11	HeLa	142806808	1220571.009	3.60E-05	5.556889701	3604.870778	97380.66131	1466.480162	5.8361E+15	9.691064492	943722.269	7.934302334
Q14126	PXD000396-Sample-11	HeLa	568160878	1122847.585	3.32E-05	5.52064746	3316.251508	122217.6411	4648.763247	1.85E+16	30.72081409	3754625.43	25.15185274
Q14137	PXD000396-Sample-11	HeLa	501009610.5	1686901.045	4.98E-05	5.697416259	4982.143802	83577.23607	5994.570221	2.39E+16	39.61442378	3310864.048	32.43326007
Q14141	PXD000396-Sample-11	HeLa	248336604	4138943.4	0.000122241	6.087216139	12224.07874	49685.34157	4998.186511	1.99E+16	33.0299373	1641103.717	27.0423862
Q14151	PXD000396-Sample-11	HeLa	207001890.5	841471.0996	2.49E-05	5.395365856	2485.225814	107408.0788	1927.246934	7.66979E+15	12.73598839	1367948.045	10.42725312
Q14152	PXD000396-Sample-11	HeLa	6968034125	1845348.02	5.45E-05	5.736404935	5450.105818	166468.3151	41858.02036	1.67E+17	276.6138849	46047447.37	226.4702907
